"user_id","age","male","friend_cnt","avg_friend_age","avg_friend_male","friend_country_cnt","subscriber_friend_cnt","songsListened","lovedTracks","posts","playlists","shouts","delta_friend_cnt","delta_avg_friend_age","delta_avg_friend_male","delta_friend_country_cnt","delta_subscriber_friend_cnt","delta_songsListened","delta_lovedTracks","delta_posts","delta_playlists","delta_shouts","tenure","good_country","delta_good_country","adopter"
1479415,27,1,4,27.33333333,0.5,1,0,8703,0,0,0,0,0,0.333333333,0,0,-1,0,0,0,0,0,83,1,0,0
1479448,24,1,3,20,0.5,3,0,4862,9,0,0,5,1,0,-0.5,1,0,2023,3,0,0,0,8,0,0,0
1479507,25,0,3,28,0.333333333,1,0,3,0,0,2,4,0,0.5,0,0,0,0,0,0,0,0,21,0,0,0
1479588,25,1,3,24,0.666666667,1,0,3714,12,0,0,1,0,0,0,0,0,7,0,0,0,0,73,1,0,0
1479650,23,1,1,22,0,1,0,1082,30,0,0,1,0,0,0,0,0,0,0,0,0,0,30,1,0,0
1479720,21,1,11,22.16666667,0.6,2,3,6049,67,0,0,2,0,0.166666667,0.044444444,0,1,618,3,0,0,0,35,0,0,0
1479792,22,0,58,26.06818182,0.87037037,7,1,27727,36,1,0,38,0,0.268181818,0,0,-1,120,0,0,0,0,68,1,0,0
1479863,21,0,31,21.89285714,0.931034483,13,1,6793,78,0,1,3,5,0.414596273,0.011034483,2,-1,337,1,0,0,1,26,1,0,0
1479885,20,0,178,20.34567901,0.795321637,11,0,26955,200,0,0,684,21,0.182413706,-0.000731,1,0,518,5,0,0,34,14,0,0,0
1479988,55,1,2,21.5,0.5,1,0,977,0,0,0,2,0,0,0,0,0,0,0,0,0,0,25,0,0,0
1480009,39,1,4,25.75,0.75,4,0,20623,43,0,0,1,0,0.25,0,0,0,0,0,0,0,0,84,1,0,0
1480038,17,1,4,23.5,1,1,1,11005,105,0,0,6,1,-1.833333333,0,0,0,2916,21,0,0,0,36,0,0,0
1480089,18,0,2,21.5,0.5,1,0,849,12,0,1,1,0,0,0,0,0,-105,0,0,0,0,48,0,0,0
1480127,23,1,1,19,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,0,0,0
1480175,21,1,47,22.16216216,0.452380952,12,0,36330,41,93,1,359,2,0.216216216,-0.011033682,0,0,2530,0,0,0,0,43,0,0,0
1480180,27,1,9,25.625,0.875,3,0,80585,466,0,2,8,0,0.5,0,0,0,0,0,0,0,0,57,0,0,0
1480216,19,1,27,19.28571429,0.65,4,0,57433,615,0,0,246,0,0.190476191,0,0,0,506,1,0,0,6,46,1,0,0
1480243,18,0,3,21,0.666666667,1,0,3549,0,0,0,4,0,0,0,0,0,0,0,0,0,0,25,0,0,0
1480342,25,0,5,24.6,0.4,1,0,2416,0,0,0,17,0,0.4,0,0,0,0,0,0,0,0,50,0,0,0
1480375,29,0,4,31.5,1,2,0,8,4,0,0,2,0,0,0,0,0,0,0,0,0,0,36,0,0,0
1480471,22,0,2,19,0,1,0,159,0,0,0,3,0,0,0,0,0,0,0,0,0,0,34,0,0,0
1480495,24,0,3,21,0.333333333,1,0,352,4,0,0,5,1,3.5,0.333333333,0,0,0,0,0,0,1,13,0,0,0
1480551,19,0,1,34,1,1,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,38,0,0,0
1480572,22,1,2,20.5,1,1,0,161,0,0,0,2,0,0,0,0,0,0,0,0,0,0,58,0,0,0
1480604,34,1,14,33,0.888888889,5,1,14942,17,3,1,2,0,0.090909091,0,0,0,1150,0,0,0,0,64,0,0,0
1480660,23,1,25,21.82352941,0.782608696,15,1,1466,118,8,0,142,-2,0.490196078,-0.050724638,-1,1,0,0,0,0,0,29,0,0,0
1480682,20,1,1,18,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,0,0,0
1480727,21,0,88,22.98630137,0.790123457,29,4,39218,834,0,0,5,7,0.580504268,0.00345679,2,2,8647,61,0,0,-1,30,0,0,0
1480728,26,0,2,25.5,0.5,1,0,284,1,0,0,1,0,0.5,0,0,0,0,0,0,0,0,32,1,0,0
1480734,21,1,6,18.6,0.833333333,4,0,63677,24,0,0,7,0,0.4,0,0,-1,0,0,0,0,0,24,1,0,0
1480742,26,1,4,27,1,3,0,765,1,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,33,0,0,0
1480749,19,0,1,19,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0
1480801,22,1,7,27.25,1,2,0,17211,53,0,0,0,0,0.25,0,0,0,42,1,0,0,0,35,1,0,0
1480832,27,1,64,25.28888889,0.703703704,11,2,56628,93,5,1,75,0,0.009819121,0.005590496,0,0,2291,0,0,0,3,78,0,0,0
1480846,23,0,1,30,1,1,0,800,33,0,0,4,0,1,0,0,0,0,0,0,0,-1,36,1,0,0
1480968,27,1,2,28,1,2,0,6407,19,0,0,2,0,0,0,0,0,0,0,0,0,0,39,0,0,0
1480987,21,1,57,23.41304348,0.74,5,0,26296,2078,23,1,65,4,0.552578362,0.044347826,1,-1,2769,158,0,0,8,39,0,0,0
1481012,24,1,6,23.5,0.5,3,0,14410,50,0,0,2,-1,-0.3,0.1,-1,0,1291,0,0,0,-1,34,1,0,0
1481016,19,1,269,19.55555556,0.344537815,30,4,22181,2476,1291,1,328,45,0.438596491,-0.043521886,2,-1,6834,456,423,0,101,11,0,0,0
1481122,31,1,6,26.25,0.2,2,0,91019,0,699,0,14,0,1,-0.2,0,0,851,0,32,0,3,90,1,0,0
1481124,31,1,30,28.75,0.52173913,8,0,32041,0,1,0,2,0,0.22826087,0,1,0,3,0,0,0,0,78,0,0,0
1481166,30,1,2,24,1,1,0,3507,0,0,1,0,0,0,0,0,0,0,0,0,0,0,76,1,0,0
1481394,23,1,5,23.66666667,0.75,1,0,8910,7,2,0,4,0,0.666666667,0,0,0,0,0,0,0,0,65,1,0,0
1481400,31,1,1,21,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0
1481451,25,1,1,23,1,1,0,14387,0,2,0,0,0,0,0,0,0,0,0,0,0,0,94,1,0,0
1481474,33,1,47,25.33333333,0.756756757,13,3,49774,777,15,2,180,0,0.296296296,0,0,2,2200,2,0,0,1,57,0,0,0
1481479,30,1,17,36.45454546,0,8,0,13988,11,0,0,2,0,0,0,0,0,0,0,0,0,0,56,0,0,0
1481481,21,1,10,24,0.857142857,7,0,47380,0,0,0,10,0,0,0,0,0,0,0,0,0,0,53,0,0,0
1481514,22,1,4,25,1,1,0,27935,121,0,0,3,0,1,0.25,0,0,2785,15,0,0,0,38,1,0,0
1481561,26,1,12,25.33333333,0.75,1,0,3311,6,0,0,4,1,0.458333333,0.022727273,0,0,0,0,0,0,0,51,0,0,0
1481683,17,1,718,23.86466165,0.538216561,65,31,113864,784,143,0,1743,19,0.463883444,0.004014606,-1,0,9595,98,1,-1,76,57,0,0,0
1481684,28,0,4,31,0.666666667,1,1,2474,97,1,1,5,0,0.5,0,0,0,0,0,0,0,0,63,0,0,0
1481695,20,1,1,18,0,1,0,35,9,0,0,1,0,1,0,0,0,0,0,0,0,0,23,0,0,0
1481717,23,0,12,25,0.8,5,1,6782,48,0,1,6,1,0.333333333,0.022222222,0,1,602,0,0,0,0,25,0,0,1
1481726,38,1,1,25,0,1,0,1706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1,0,0
1481738,20,1,44,23.27272727,0.641025641,10,1,15545,165,2,1,11,4,-0.360606061,-0.044688645,1,0,6,0,0,0,-1,48,0,0,0
1481756,18,0,34,20,0.363636364,5,0,3703,9,1,1,113,1,0.043478261,0.019886364,0,0,0,0,0,0,0,36,0,0,0
1481842,34,1,25,30.6,0.857142857,4,2,40426,362,0,2,8,0,0.25,0,0,-1,525,6,0,0,0,79,0,0,0
1481888,24,1,7,17.8,0.333333333,4,0,2936,799,2,1,7,0,0.2,0,0,0,209,0,0,0,0,59,1,0,0
1481990,22,1,24,21.11764706,0.826086957,2,1,1543,19,0,1,9,0,0.352941177,0,0,1,0,0,0,0,0,37,0,0,0
1481993,33,1,1,32,0,1,0,6,2,0,0,1,0,1,0,0,0,0,0,0,0,0,66,1,0,0
1482018,22,1,30,26.55555556,0.565217391,12,2,15842,659,0,1,14,-1,0.608187135,0,0,0,135,0,0,0,0,64,1,0,0
1482101,18,1,107,21.10843374,0.677419355,27,0,40206,537,0,1,71,3,0.231890525,0.010752688,0,-1,1243,0,0,0,2,34,0,0,0
1482125,25,0,7,29.25,1,3,0,6243,36,0,1,9,0,0.25,0,0,0,0,0,0,0,0,36,0,0,0
1482172,18,1,35,18.25,0.64516129,2,0,17140,147,0,0,56,2,0.29,-0.021505376,0,0,2019,24,0,-1,0,33,0,0,0
1482305,24,0,4,25,0.25,1,0,1226,0,0,0,3,0,0,0,0,0,0,0,0,0,0,61,0,0,0
1482308,23,0,25,22.41176471,0.636363636,11,0,10980,103,1,1,5,3,0.517027864,0.017316017,0,-1,4060,27,0,0,1,8,0,0,0
1482317,22,1,16,21.58333333,0.5,2,0,13072,5,0,0,5,0,0.166666667,0,0,0,226,0,0,0,0,58,0,0,0
1482326,26,1,16,26.81818182,0.857142857,4,0,39516,61,0,1,17,0,0.272727273,0,0,0,348,0,0,0,0,68,0,0,0
1482377,24,1,20,27.14285714,0.578947368,7,0,41852,37,0,1,35,-1,0.742857143,0.028947368,0,0,948,0,0,0,-1,77,1,0,0
1482404,27,1,192,26.272,0.60130719,32,8,40762,458,0,1,82,9,0.155333333,0.019115409,0,-4,1923,2,0,0,0,59,0,0,1
1482509,24,0,8,29.57142857,0.428571429,2,0,14304,99,0,1,6,0,0.428571429,0,0,0,469,1,0,0,0,47,0,0,0
1482526,15,0,8,17.28571429,0.125,2,0,22484,35,4,0,18,2,0.085714286,-0.041666667,1,0,3227,2,0,0,0,37,0,0,0
1482537,20,0,24,19.42105263,0.136363636,6,0,871,217,9,0,7,0,-2.526315789,0,0,0,785,5,0,0,3,41,0,0,0
1482560,20,1,22,19.94117647,1,3,1,7997,0,0,1,19,0,0.235294118,0,0,0,231,0,0,0,0,51,0,0,1
1482604,38,1,12,31,0.875,9,0,8591,38,0,1,6,0,0.666666667,0,0,0,280,0,0,0,0,33,1,0,0
1482627,22,1,18,23.30769231,0.25,3,0,11236,29,0,1,29,0,0.153846154,0,0,0,0,0,0,0,0,35,0,0,0
1482646,16,0,1,19,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,30,0,0,0
1482729,17,0,5,18,0.2,2,0,2348,0,0,0,2,0,0.25,0,0,0,285,0,0,0,0,22,0,0,0
1482776,26,1,60,23.9787234,0.5,9,0,27302,29,107,3,30,6,-0.04508612,-0.022727273,0,0,2563,11,0,0,0,55,0,0,0
1482779,15,1,1,17,0,1,0,11,1,0,3,2,0,0,0,0,0,0,0,0,0,0,19,0,0,0
1482896,21,1,67,19.28888889,0.492063492,6,0,9104,71,0,0,70,-3,0.201932367,-0.000244,1,0,38,0,0,0,0,39,0,0,0
1482898,21,1,2,22,1,1,0,6288,14,0,0,2,0,0,0,0,0,1749,0,0,0,0,14,0,0,0
1482919,23,0,29,24.73076923,0.5,3,1,11930,3,0,0,1,0,0.230769231,0,0,0,256,0,0,0,0,38,0,0,0
1482933,25,0,11,25,0.25,2,0,9093,987,2,1,14,0,-0.666666667,0,0,0,0,0,0,0,0,56,0,0,0
1482944,19,0,2,24,1,1,0,967,1,0,1,1,0,1,0,0,0,0,0,0,0,0,62,0,0,0
1482947,16,1,72,19.1372549,0.53968254,16,0,25400,711,0,1,369,-2,0.137254902,0.024531025,0,0,1484,3,0,0,0,20,0,0,0
1483013,16,1,1,17,0,1,0,47,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0
1483081,25,0,3,22.66666667,0.333333333,1,0,931,130,0,1,19,0,0.666666667,0,0,0,0,0,0,0,0,45,0,0,0
1483276,22,0,32,22.85185185,0.7,2,0,50429,86,11,1,286,0,0.296296296,0,0,0,4806,6,0,0,0,34,0,0,0
1483342,18,1,1,20,1,1,0,938,89,0,0,1,0,1,0,0,0,0,0,0,0,0,13,0,0,0
1483409,30,1,25,22.76923077,0.5,3,0,2861,9,1,1,9,0,1.153846154,0,0,0,398,0,0,0,0,43,0,0,0
1483547,22,1,30,21.84615385,0.642857143,3,0,184821,289,2,1,21,-1,0.253561254,0.022167488,0,0,12210,6,0,0,0,65,0,0,0
1483657,22,1,19,21.5,0.5625,2,0,7754,31,0,0,10,0,0.357142857,0,0,0,0,0,0,0,0,55,0,0,0
1483696,25,1,11,30.33333333,0.666666667,4,1,47721,676,0,0,12,0,0.444444444,0,0,0,2330,40,0,0,0,40,0,0,1
1483765,22,1,42,21.97222222,0.743589744,3,0,47287,1135,264,0,375,1,0.277777778,-0.019568151,0,0,1078,17,0,0,1,39,0,0,0
1483786,25,1,2,24,1,1,0,53,0,0,0,1,0,0,0,0,0,0,0,0,0,0,34,0,0,0
1483790,22,1,31,21.96153846,0.566666667,1,0,93820,34,12,1,72,-3,0.318681319,0.021212121,-1,0,3689,0,0,0,5,50,0,0,0
1483841,19,0,19,19.66666667,0.315789474,1,0,27919,74,0,0,23,0,0.333333333,-0.052631579,0,-1,2340,5,0,0,0,40,0,0,0
1483879,18,1,15,18.25,0.416666667,5,0,12829,1,0,1,6,0,0.5,0,1,0,0,0,0,0,0,34,0,0,0
1483924,23,1,12,24.18181818,0.909090909,3,0,13030,2,0,0,7,0,0.363636364,0,0,0,0,0,0,0,0,39,0,0,0
1483928,22,1,48,21.23684211,0.533333333,8,0,204603,0,0,0,103,12,-0.04887218,-0.012121212,4,0,12741,0,0,0,11,44,0,0,0
1483955,23,1,19,22.47058824,0.470588235,3,1,10448,110,0,0,9,0,0.294117647,0,-1,1,212,3,0,0,0,35,0,0,0
1483989,25,1,8,30.14285714,0.875,2,0,929,14,0,0,0,0,0.285714286,0,0,-1,0,0,0,0,0,41,0,0,0
1483991,21,1,6,21.5,0.333333333,1,1,1176,2,0,1,8,0,0,0,0,0,0,0,0,0,0,47,0,0,0
1484009,22,1,13,20.66666667,0.8,1,0,25924,44,0,0,3,1,0.111111111,0,0,0,568,0,0,0,0,71,0,0,0
1484107,20,1,28,18.6,0.458333333,4,0,35237,18,0,1,25,0,0,0,0,0,2930,0,0,0,1,46,0,0,0
1484118,22,0,17,21.61538462,0.733333333,1,0,62814,16,15,0,24,0,0.076923077,0,-1,0,3324,0,0,0,0,29,0,0,0
1484183,35,1,7,32,0.8,1,0,10272,374,1,1,5,0,0.5,0.05,0,0,0,0,0,0,0,49,0,0,0
1484190,24,1,3,23,0.333333333,1,0,5715,0,0,0,1,0,0.5,0,0,0,80,0,0,0,0,21,0,0,0
1484222,16,1,2,22,0.5,1,0,12718,6,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0,0
1484292,21,1,8,21.25,0.571428571,1,0,29666,0,0,0,6,0,0.5,0,0,0,563,0,0,0,0,56,0,0,0
1484335,30,1,2,27,0.5,1,0,16,0,0,0,13,0,0,0,0,0,0,0,0,0,0,60,1,0,0
1484349,31,1,38,27.91666667,0.703703704,5,0,41390,28,4,0,51,0,0.333333333,0,0,0,0,0,0,0,0,71,0,0,0
1484370,19,1,27,19.47368421,0.476190476,3,0,13197,55,0,0,26,0,0.473684211,0.021645022,1,0,851,0,0,0,0,53,0,0,0
1484426,35,1,40,24.91304348,0.35483871,10,2,7173,47,0,1,1,0,0.260869565,0,0,0,59,0,0,0,0,34,1,0,0
1484434,20,1,2,22,1,1,0,19018,0,0,1,0,0,1,0,0,0,0,0,0,0,0,57,1,0,0
1484448,28,1,4,26.5,0.666666667,2,0,56121,0,0,0,0,0,0.5,0,0,0,1416,0,0,0,0,69,0,0,0
1484455,30,1,8,20,1,2,0,1963,0,0,1,5,1,0,0,1,0,1090,0,0,0,1,47,1,0,0
1484473,20,0,1,18,1,1,0,810,4,0,0,1,0,0,0,0,0,0,0,0,0,0,48,0,0,0
1484493,25,1,11,21.22222222,1,3,0,83738,1,0,0,3,0,0.333333333,0,0,0,0,0,0,0,0,68,1,0,0
1484494,22,0,5,21.75,0.75,2,0,3376,23,0,1,5,0,0.5,0,0,0,0,0,0,0,0,50,1,0,0
1484519,20,1,2,25,0.5,2,0,12212,256,0,1,66,1,0,0.5,1,0,6428,31,0,0,22,12,0,0,0
1484526,23,1,44,21.52941177,0.2,8,0,7261,476,238,1,65,-1,0.377896613,0.004878049,0,0,506,0,0,0,4,42,0,0,0
1484564,32,1,79,27.40677966,0.85915493,42,4,44482,97,118,1,72,1,0.531779661,0.004082466,-1,-3,1196,0,0,0,1,85,0,0,0
1484702,30,1,10,25.83333333,0.8,1,0,13183,48,0,0,4,0,0.333333333,0,0,0,14,0,0,0,0,43,0,0,0
1484713,30,1,3,31.5,1,0,0,31669,24,1,0,7,0,0.5,0,0,0,54,0,0,0,0,77,0,0,0
1484810,20,1,2,20,1,1,0,1130,35,0,1,5,0,0,0,0,0,0,0,0,0,0,47,1,0,0
1484855,22,1,6,24,1,1,0,12339,22,0,0,8,1,0.5,0,-1,0,543,0,0,0,0,28,1,0,0
1485007,18,0,2,19,0.5,1,0,4,5,0,0,4,0,0,0,0,0,0,0,0,0,0,25,1,0,0
1485018,23,1,21,30.875,0.8,2,0,77653,192,1,2,8,-1,1.652777778,-0.018181818,0,-1,106,1,0,0,1,50,1,0,0
1485090,23,1,12,24.28571429,0.875,7,0,39487,233,5,1,17,0,0.571428571,0,0,0,39,1,0,0,0,58,0,0,0
1485123,25,1,5,25,1,3,0,21813,14,1,0,7,0,1,0,0,0,165,0,0,0,1,40,0,0,0
1485133,25,1,2,25,1,1,0,9027,17,0,0,2,0,0,0,0,0,2094,5,0,0,0,9,0,0,0
1485145,22,1,7,22,0.6,1,0,30511,2,0,0,5,-1,0.833333333,0.1,0,0,0,0,0,0,0,31,1,0,1
1485169,19,1,17,20.58333333,0.588235294,4,0,10614,53,0,0,12,2,0.166666667,0.054901961,-1,-1,1665,14,0,0,1,22,0,0,0
1485229,23,1,1,32,1,1,0,294,0,0,1,3,0,1,0,0,0,0,0,0,0,0,42,0,0,0
1485250,21,0,2,18.5,0.5,2,0,13259,30,0,0,1,0,0.5,0,0,0,0,0,0,0,0,28,0,0,0
1485260,27,1,6,24.2,0.2,2,0,6287,0,0,1,3,0,0.4,0,0,-1,6,0,0,0,0,54,0,0,0
1485270,19,1,2,17.5,1,2,0,20980,395,0,0,3,0,1,0,0,0,11347,99,0,0,0,7,0,0,0
1485359,20,0,24,19.2631579,0.714285714,5,1,8842,88,0,0,5,19,0.263157895,-0.035714286,4,1,6563,77,0,0,4,7,0,0,0
1485396,31,0,1,29,0,1,0,1220,35,0,1,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0
1485420,20,0,27,22.7826087,0.777777778,6,0,18390,109,0,1,83,-1,0.740942029,-0.043650794,0,0,517,6,0,0,1,58,0,0,0
1485465,16,0,204,17.93678161,0.618556701,12,0,40229,23,0,0,269,11,0.55406556,0.017463805,-1,0,3861,0,0,0,5,27,0,0,0
1485468,21,0,64,22.90196078,0.666666667,3,1,31914,128,0,0,59,3,0.301960784,-0.037037037,0,1,2530,19,0,0,2,35,0,0,0
1485485,21,1,23,21.6875,0.6,5,0,10836,143,0,0,9,3,1.258928571,0.070588235,-1,0,2681,143,0,0,2,43,0,0,0
1485539,22,1,21,21.52631579,0.952380952,2,0,61359,20,0,0,19,3,0.27631579,0.007936508,0,0,6241,0,0,0,0,69,0,0,0
1485629,24,0,13,25,0.4,3,0,9228,7,0,1,10,0,0.333333333,0,1,0,0,0,0,0,0,42,0,0,0
1485673,20,1,1,21,1,1,0,3188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0
1485684,16,0,1,19,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
1485693,24,1,3,23.66666667,0,1,0,1601,0,0,1,2,0,0,0,0,0,0,0,0,0,0,58,0,0,0
1485711,21,0,10,21.875,0.375,2,0,5608,58,0,1,25,0,0.097222222,-0.069444444,0,0,0,0,0,0,0,35,1,0,0
1485831,24,1,12,20.8,0.363636364,4,0,82246,113,0,0,9,0,0.3,0,0,0,2150,0,0,0,0,41,0,0,0
1485897,27,1,14,25.33333333,0.625,4,0,109319,429,0,1,21,0,0.5,0,0,0,5058,12,0,0,0,58,1,0,0
1485898,17,0,19,16.92307692,0.411764706,2,0,11053,146,0,0,7,1,0.230769231,0.058823529,0,0,4876,22,0,0,3,21,0,0,0
1485941,20,0,16,22,0.5,2,0,4834,190,0,1,6,-1,0.352941177,0.029411765,0,0,3,0,0,0,0,52,1,0,0
1485991,19,0,18,19.25,0.692307692,1,1,10223,13,0,1,96,0,0.333333333,0,0,0,0,0,0,0,0,26,0,0,0
1486001,15,0,4,19.5,0.333333333,3,0,124,0,0,0,3,0,0.5,0,0,0,0,0,0,0,0,6,0,0,0
1486144,22,1,12,20.85714286,0.333333333,2,1,27798,176,0,2,3,0,0.142857143,0,0,0,956,1,0,0,0,57,1,0,0
1486182,29,1,26,25.89473684,0.318181818,5,0,59519,23,15,0,38,2,-0.281733746,0.018181818,1,0,3899,1,0,0,0,79,0,0,0
1486291,35,1,4,33.33333333,0.75,2,0,28471,331,0,1,5,0,0,0,0,0,3546,5,0,0,0,30,0,0,0
1486378,18,0,25,18.28571429,0.52,3,0,10298,139,0,0,58,0,0.190476191,0,0,0,354,4,0,0,1,24,0,0,0
1486406,20,1,2,45,1,1,1,10922,7,0,0,1,0,0,0,0,0,1847,4,0,0,0,8,1,0,0
1486422,34,1,6,26.75,0.5,2,0,2622,333,0,1,2,0,0.25,0,0,0,0,0,0,0,-1,45,1,0,0
1486465,22,1,21,19.58823529,0.631578947,2,0,8644,31,0,0,13,1,-3.036764706,0.043343653,1,0,1708,0,0,0,0,57,0,0,0
1486576,17,1,1,21,1,1,0,59336,78,0,1,4,0,0,0,0,0,8199,19,0,0,0,36,1,0,0
1486620,16,1,3,24,1,3,0,967,266,0,1,1,0,0,0,1,0,52,14,0,0,0,28,1,0,0
1486829,19,0,85,20.14666667,0.780487805,16,2,6094,44,0,0,30,27,1.086666667,-0.019512195,3,2,1201,0,0,0,8,14,0,0,0
1486902,22,1,66,20.73584906,0.368421053,16,2,20590,390,0,1,81,0,0.263121784,-0.01754386,0,0,3180,2,0,0,0,24,0,0,0
1487057,24,0,24,24.45454546,0.714285714,3,0,2019,3,0,0,40,0,0.359307359,0,0,0,0,0,0,0,0,24,0,0,0
1487232,33,0,1,37,1,1,0,2692,91,1,0,1,0,1,0,0,0,0,0,0,0,0,66,0,0,0
1487283,21,1,1,19,0,1,0,941,1,0,1,21,0,0,0,0,0,0,0,0,0,0,50,0,0,0
1487348,17,0,19,21.76470588,0,4,1,12144,0,0,0,5,0,0.235294118,0,0,0,0,0,0,0,0,66,0,0,0
1487362,21,1,1,21,0,1,0,8649,1,0,2,3,0,1,0,0,0,0,0,0,0,0,61,1,0,0
1487464,30,0,2,38,1,1,0,1019,0,0,1,1,0,0,0,0,0,0,0,0,0,0,46,0,0,0
1487472,15,0,17,26.58333333,0.538461539,1,0,6821,22,0,0,8,2,-1.316666667,-0.006993007,0,0,1236,0,0,0,2,13,0,0,0
1487566,21,1,16,20.84615385,0.5,1,0,16021,42,0,1,11,0,0.307692308,0,0,0,20,0,0,0,0,37,0,0,0
1487601,33,1,2,23,0,1,1,25879,759,2,1,1,0,0,0,0,0,0,0,0,0,0,29,0,0,1
1487629,22,0,16,22.5,0.8,1,0,15660,33,20,1,50,1,0.25,0.014285714,0,0,2074,2,0,0,0,56,0,0,0
1487659,22,1,6,25.5,0.75,5,0,2646,50,0,1,1,0,0.25,0,0,0,1276,11,0,0,0,15,1,1,0
1487672,19,1,8,19.75,0.75,1,1,39904,96,0,0,54,0,0,0,0,1,1726,0,0,0,2,59,1,0,0
1487772,20,1,176,22.56934307,0.833333333,40,2,54744,218,58,0,226,-8,0.275636772,0.017382413,-5,-3,8340,17,0,0,16,40,0,0,0
1487779,20,1,1,22,0,1,0,4029,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55,0,0,0
1487780,29,1,2,25,0.5,2,0,37978,53,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,0,0
1487827,30,1,13,31,0.636363636,2,0,13539,85,0,0,7,0,0.3,0,0,-1,0,0,0,0,0,47,0,0,0
1487855,22,0,7,24.42857143,0.714285714,2,0,8946,11,0,1,5,2,0.228571429,-0.085714286,0,0,1850,1,0,0,2,18,0,0,0
1487856,20,1,25,21.6875,0.619047619,3,0,87304,39,50,0,48,1,0.0875,0.019047619,0,0,7041,0,0,0,0,47,0,0,0
1487882,20,1,7,22.5,0,5,0,105705,407,9,0,0,0,0,0,0,0,14653,42,0,0,0,41,0,0,0
1487997,26,1,6,22.33333333,0.5,1,0,66345,118,0,1,0,0,-0.416666667,0.1,0,0,2946,30,0,0,0,47,0,0,0
1488003,24,1,3,23,1,1,0,122,0,0,1,3,0,0,0,0,0,0,0,0,0,0,54,0,0,0
1488011,50,1,3,24,0.333333333,3,0,90185,1,0,0,3,0,0.333333333,0,0,0,0,0,0,0,0,45,0,0,0
1488029,20,0,22,19,0.090909091,8,0,11316,223,0,0,0,0,0.095238095,0,0,0,0,0,0,0,0,38,1,0,0
1488041,21,1,288,21.34222222,0.443579767,43,7,76032,134,23,1,1602,34,0.439160998,-0.030104444,3,1,3609,2,0,0,103,41,0,0,0
1488158,26,1,3,23,0.333333333,1,0,82,18,0,1,1,0,1,0,0,0,0,0,0,0,0,26,1,0,0
1488250,32,1,3,27,1,1,0,9507,6,0,0,3,0,0,0,0,0,0,0,0,0,0,70,0,0,0
1488271,28,0,20,28.66666667,0.666666667,3,0,468,0,1,0,14,0,0.333333333,0,0,0,18,0,0,0,0,48,0,0,0
1488297,21,1,35,21.92,0.225806452,6,0,47975,32,0,0,1,1,0.42,-0.015572859,0,-1,1141,0,0,0,0,35,0,0,0
1488391,21,0,4,20.33333333,0,2,0,0,0,0,0,2,0,0.333333333,0,0,0,0,0,0,0,0,57,0,0,0
1488489,36,1,26,27.46153846,0.772727273,9,1,5657,109,0,0,31,2,0.692307692,0.010822511,0,0,960,14,0,0,6,12,0,0,0
1488534,23,0,3,25.33333333,1,2,0,4863,0,0,1,12,0,0,0,0,0,0,0,0,0,0,55,0,0,0
1488574,21,1,1,19,1,1,0,378,26,0,0,2,0,0,0,0,0,0,0,0,0,0,48,0,0,0
1488737,20,0,5,20.5,0.25,2,0,9495,0,0,1,10,0,0.5,0,0,0,0,0,0,0,0,51,1,0,0
1488744,23,1,30,21.52,0.75862069,7,0,90208,30,3,1,15,1,-0.021666667,0.00862069,1,0,3579,0,0,0,0,50,1,0,0
1488981,20,0,2,20,0.5,1,0,2297,62,0,1,3,0,0.5,0,0,0,0,0,0,0,0,36,0,0,0
1489001,27,0,9,30,0.571428571,1,0,11574,1,0,0,2,0,0.5,0,0,0,0,0,0,0,0,35,0,0,0
1489105,19,0,56,21.19565217,0.673076923,5,3,6821,137,2,0,52,0,0.106763285,0,0,1,693,7,0,0,0,24,0,0,0
1489149,25,1,6,34.4,0.6,4,1,30787,42,0,0,4,2,3.066666667,0.1,0,0,1742,2,0,0,0,53,1,0,0
1489166,49,1,6,40,0,2,0,5838,5,0,0,3,0,0,0,0,0,0,0,0,0,0,56,0,0,0
1489204,50,1,87,32.50980392,0.567164179,23,3,42974,1,1,1,10,-1,0.415464299,0.00834065,-1,-1,2978,0,0,0,0,61,1,0,0
1489298,27,1,10,26,0.428571429,4,0,1002,0,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,75,1,0,0
